UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN
HOUR,2025-01-19 19:00:00,707,binance,BTCUSDT,105042.9,106200.74,104967.66,106200.0,1737313200,1737316799,105042.9,106200.74,1737316799,104967.66,1737313283,106200.0,124066,75137,48929,0,1223.16865,129140880.685516,803.19149,84828438.7205838,419.97716,44312441.9649714,0,0
HOUR,2025-01-19 20:00:00,707,binance,BTCUSDT,106200.0,106422.43,105486.0,106275.49,1737316800,1737320399,106200.0,106422.43,1737320368,105486.0,1737317792,106275.49,204906,102458,102448,0,1629.00774,172798442.462941,795.4044,84376254.1802774,833.60334,88422188.2827454,0,0
HOUR,2025-01-19 21:00:00,707,binance,BTCUSDT,106275.49,106368.33,103684.21,103684.44,1737320400,1737323999,106275.49,106368.33,1737320423,103684.21,1737323936,103684.44,440217,187431,252786,0,3593.34084,376052161.71463,1638.10665,171420708.259737,1955.23419,204631453.455281,0,0
HOUR,2025-01-19 22:00:00,707,binance,BTCUSDT,103684.44,104500.0,101104.71,103414.0,1737324000,1737327599,103684.43,104500.0,1737325148,101104.71,1737326948,103414.0,614066,300556,313510,0,5056.42008,521081096.012102,2233.05748,230267379.764666,2823.3626,290813716.247998,0,0
HOUR,2025-01-19 23:00:00,707,binance,BTCUSDT,103414.0,103414.0,99651.6,101331.57,1737327600,1737331199,103414.0,103414.0,1737327600,99651.6,1737329970,101331.57,897038,430013,467025,0,7559.88233,763376804.099545,3722.26836,375985488.408511,3837.61397,387391315.690821,0,0
HOUR,2025-01-20 00:00:00,707,binance,BTCUSDT,101331.57,101677.71,99550.0,99794.51,1737331200,1737334799,101331.57,101677.71,1737331684,99550.0,1737333667,99794.51,725328,350409,374919,0,5734.89756,576829341.85545,2731.45042,274705362.743279,3003.44714,302123979.112312,0,0
HOUR,2025-01-20 01:00:00,707,binance,BTCUSDT,99794.51,100999.99,99629.86,100692.82,1737334800,1737338399,99794.51,100999.99,1737337081,99629.86,1737335138,100692.82,527221,272175,255046,0,3366.66439,337356836.575977,1698.77402,170255408.968721,1667.89037,167101427.607544,0,0
HOUR,2025-01-20 02:00:00,707,binance,BTCUSDT,100692.82,102321.42,100600.0,101926.42,1737338400,1737341999,100692.82,102321.42,1737340579,100600.0,1737338484,101926.42,411571,199397,212174,0,2712.65655,275388592.005371,1280.3415,129973750.081849,1432.31505,145414841.924022,0,0
HOUR,2025-01-20 03:00:00,707,binance,BTCUSDT,101926.42,102211.08,101411.2,101891.93,1737342000,1737345599,101926.56,102211.08,1737343185,101411.2,1737344988,101891.93,330165,141288,188877,0,2125.04174,216170643.437396,940.30739,95666501.1862817,1184.73435,120504142.251337,0,0
HOUR,2025-01-20 04:00:00,707,binance,BTCUSDT,101891.93,102800.27,101535.28,102232.34,1737345600,1737349199,101891.94,102800.27,1737348537,101535.28,1737346122,102232.34,262949,135359,127590,0,1354.3199,138203454.955039,683.01704,69751725.9546011,671.30286,68451729.0003005,0,0
HOUR,2025-01-20 05:00:00,707,binance,BTCUSDT,102232.34,102825.73,102127.99,102344.2,1737349200,1737352799,102232.34,102825.73,1737350636,102127.99,1737349246,102344.2,247678,132235,115443,0,1231.19752,126220115.39626,606.34137,62170214.9284872,624.85615,64049900.4678063,0,0
HOUR,2025-01-20 06:00:00,707,binance,BTCUSDT,102344.2,109588.0,102220.8,107486.5,1737352800,1737356399,102344.2,109588.0,1737356166,102220.8,1737353420,107486.5,849066,457007,392059,0,9897.782422,1057863959.67875,5929.647972,633318944.124959,3968.13445,424545015.556011,0,0
HOUR,2025-01-20 07:00:00,707,binance,BTCUSDT,107486.5,109499.99,106923.0,107120.65,1737356400,1737359999,107482.36,109499.99,1737356748,106923.0,1737359962,107120.65,839710,406085,433625,0,8721.28782,945784650.991372,4271.01472,463276933.646393,4450.2731,482507717.345213,0,0
HOUR,2025-01-20 08:00:00,707,binance,BTCUSDT,107120.65,108381.92,107093.33,108320.01,1737360000,1737363599,107120.65,108381.92,1737363521,107093.33,1737360000,108320.01,282369,156747,125622,0,2473.29627,266940881.065443,1313.37408,141740589.733543,1159.92219,125200291.332142,0,0
HOUR,2025-01-20 09:00:00,707,binance,BTCUSDT,108320.01,109193.23,107548.0,108132.05,1737363600,1737367199,108320.0,109193.23,1737363970,107548.0,1737365986,108132.05,350088,171223,178865,0,3267.21621,354158699.358151,1642.5592,178065163.81748,1624.65701,176093535.540594,0,0
HOUR,2025-01-20 10:00:00,707,binance,BTCUSDT,108132.05,108731.92,107769.18,107964.56,1737367200,1737370799,108132.05,108731.92,1737368688,107769.18,1737370682,107964.56,254641,124387,130254,0,1721.08834,186383255.342059,823.65842,89198936.3847975,897.42992,97184318.9572069,0,0
HOUR,2025-01-20 11:00:00,707,binance,BTCUSDT,107964.56,108550.0,107780.51,108239.19,1737370800,1737374399,107964.56,108550.0,1737372131,107780.51,1737371240,108239.19,246362,122481,123881,0,1549.29703,167662967.604945,752.39577,81434451.6507352,796.90126,86228515.9541137,0,0
HOUR,2025-01-20 12:00:00,707,binance,BTCUSDT,108239.19,108700.01,105472.95,106917.59,1737374400,1737377999,108239.19,108700.01,1737374749,105472.95,1737375642,106917.59,635118,308660,326458,0,4856.77565,518494575.843649,2265.51012,241859845.260936,2591.26553,276634730.582446,0,0
HOUR,2025-01-20 13:00:00,707,binance,BTCUSDT,106917.59,108125.0,106651.11,107956.31,1737378000,1737381599,106918.83,108125.0,1737381324,106651.11,1737378812,107956.31,453066,226977,226089,0,2397.52118,257652454.218714,1305.69408,140312577.195288,1091.8271,117339877.023075,0,0
HOUR,2025-01-20 14:00:00,707,binance,BTCUSDT,107956.31,108130.08,107277.28,107866.65,1737381600,1737385199,107956.31,108130.08,1737381751,107277.28,1737383442,107866.65,321598,153104,168494,0,2020.37994,217690489.264698,1095.83596,118095329.149719,924.54398,99595160.1147544,0,0
HOUR,2025-01-20 15:00:00,707,binance,BTCUSDT,107866.65,107990.0,104480.0,104957.99,1737385200,1737388799,107866.65,107990.0,1737385520,104480.0,1737388609,104957.99,585424,277004,308420,0,4436.56636,471276505.633645,2046.75625,217449443.66957,2389.81011,253827061.963452,0,0
HOUR,2025-01-20 16:00:00,707,binance,BTCUSDT,104957.99,107050.0,103708.0,106670.38,1737388800,1737392399,104957.99,107050.0,1737391381,103708.0,1737389632,106670.38,651839,349325,302514,0,5199.21213,548150133.036289,2890.92034,304903241.838151,2308.29179,243246891.198648,0,0
HOUR,2025-01-20 17:00:00,707,binance,BTCUSDT,106670.38,106778.05,100333.0,102963.32,1737392400,1737395999,106670.37,106778.05,1737392405,100333.0,1737394947,102963.32,1542742,722814,819928,0,14941.45475,1545473293.87374,7110.19617,735795235.048931,7831.25858,809678058.822181,0,0
HOUR,2025-01-20 18:00:00,707,binance,BTCUSDT,102963.32,104469.15,102738.23,103930.66,1737396000,1737399599,102963.31,104469.15,1737399306,102738.23,1737396385,103930.66,562675,286772,275903,0,3734.99842,387447635.621454,1796.73327,186404990.053299,1938.26515,201042645.568692,0,0
HOUR,2025-01-20 19:00:00,707,binance,BTCUSDT,103930.66,103964.43,102733.77,103691.63,1737399600,1737403199,103930.66,103964.43,1737399604,102733.77,1737401539,103691.63,416600,197391,219209,0,2087.2373,215818855.074887,946.36587,97861421.6835146,1140.87143,117957433.391423,0,0
HOUR,2025-01-20 20:00:00,707,binance,BTCUSDT,103691.63,104331.0,103352.0,103647.16,1737403200,1737406799,103691.64,104331.0,1737405263,103352.0,1737403617,103647.16,270900,140186,130714,0,1100.81839,114337227.119365,508.84703,52848209.6833255,591.97136,61489017.4359891,0,0
HOUR,2025-01-20 21:00:00,707,binance,BTCUSDT,103647.16,104080.0,102562.99,102596.0,1737406800,1737410399,103647.16,104080.0,1737408120,102562.99,1737410396,102596.0,233198,100741,132457,0,1239.02947,128133753.077097,488.89829,50559763.9105442,750.13118,77573989.1665098,0,0
HOUR,2025-01-20 22:00:00,707,binance,BTCUSDT,102596.0,103815.98,101846.15,103608.0,1737410400,1737413999,102596.0,103815.98,1737413852,101846.15,1737410678,103608.0,264847,143604,121243,0,1543.50015,158743042.788074,784.75963,80772244.2673612,758.74052,77970798.5207053,0,0
HOUR,2025-01-20 23:00:00,707,binance,BTCUSDT,103608.0,103728.52,101701.01,102260.01,1737414000,1737417599,103607.99,103728.52,1737414001,101701.01,1737417314,102260.01,332782,167550,165232,0,1816.99224,186605700.504253,857.13058,88032969.5338975,959.86166,98572730.970239,0,0
HOUR,2025-01-21 00:00:00,707,binance,BTCUSDT,102260.01,102672.0,101086.12,101187.75,1737417600,1737421199,102260.0,102672.0,1737420539,101086.12,1737421192,101187.75,488166,243953,244213,0,2816.75367,287263564.640086,1348.92921,137598495.289332,1467.82446,149665069.350796,0,0
HOUR,2025-01-21 01:00:00,707,binance,BTCUSDT,101187.75,102233.26,100119.04,101498.24,1737421200,1737424799,101187.75,102233.26,1737421878,100119.04,1737423065,101498.24,510077,261518,248559,0,3823.9367,387075006.689579,1873.5475,189738599.321931,1950.3892,197336407.367689,0,0
HOUR,2025-01-21 02:00:00,707,binance,BTCUSDT,101498.24,102763.33,101064.87,102545.56,1737424800,1737428399,101498.23,102763.33,1737426445,101064.87,1737425021,102545.56,343194,178332,164862,0,2051.95936,209539108.420355,1091.33745,111489118.935668,960.62191,98049989.4848237,0,0
HOUR,2025-01-21 03:00:00,707,binance,BTCUSDT,102545.56,103260.1,102300.0,102936.01,1737428400,1737431999,102545.57,103260.1,1737429735,102300.0,1737428528,102936.01,246459,129094,117365,0,1441.04326,148243435.238448,802.74605,82584847.5179312,638.29721,65658587.7205353,0,0
HOUR,2025-01-21 04:00:00,707,binance,BTCUSDT,102936.01,102974.14,101928.58,102344.2,1737432000,1737435599,102936.01,102974.14,1737433622,101928.58,1737434159,102344.2,241056,119336,121720,0,1377.70334,141178018.844475,682.47003,69929582.2330465,695.23331,71248436.6111034,0,0
HOUR,2025-01-21 05:00:00,707,binance,BTCUSDT,102344.2,102527.39,101339.49,101365.98,1737435600,1737439199,102344.21,102527.39,1737435721,101339.49,1737439101,101365.98,220543,109671,110872,0,1362.86605,138727903.956693,645.87575,65744921.2623398,716.9903,72982982.6942362,0,0
HOUR,2025-01-21 06:00:00,707,binance,BTCUSDT,101365.98,102186.15,101111.68,102176.04,1737439200,1737442799,101365.98,102186.15,1737442625,101111.68,1737439302,102176.04,238092,131619,106473,0,1522.82917,154874329.508189,851.68672,86629510.4350564,671.14245,68244819.0731431,0,0
HOUR,2025-01-21 07:00:00,707,binance,BTCUSDT,102176.04,102480.0,101799.57,101989.05,1737442800,1737446399,102176.04,102480.0,1737444293,101799.57,1737445887,101989.05,182023,92475,89548,0,1136.76002,116199202.697329,555.45307,56788150.9922781,581.30695,59411051.7050835,0,0
HOUR,2025-01-21 08:00:00,707,binance,BTCUSDT,101989.05,102496.74,101740.82,102466.81,1737446400,1737449999,101989.06,102496.74,1737449988,101740.82,1737446579,102466.81,190250,95500,94750,0,1187.32227,121421493.628822,666.16216,68123193.2148452,521.16011,53298300.4138982,0,0
HOUR,2025-01-21 09:00:00,707,binance,BTCUSDT,102466.81,102894.29,102072.13,102707.08,1737450000,1737453599,102466.82,102894.29,1737450446,102072.13,1737451612,102707.08,211016,86849,124167,0,2026.76426,207768369.472442,748.455,76747857.645447,1278.30926,131020511.826908,0,0
HOUR,2025-01-21 10:00:00,707,binance,BTCUSDT,102707.08,103364.74,102582.0,103160.85,1737453600,1737457199,102707.07,103364.74,1737456742,102582.0,1737453674,103160.85,193658,100299,93359,0,1303.31432,134147391.250681,670.56796,69045869.3136781,632.74636,65101521.9370939,0,0
HOUR,2025-01-21 11:00:00,707,binance,BTCUSDT,103160.85,103973.02,103073.86,103758.25,1737457200,1737460799,103160.85,103973.02,1737460074,103073.86,1737457250,103758.25,235730,126570,109160,0,1718.25988,178143379.329336,965.97823,100135883.523996,752.28165,78007495.8054469,0,0
HOUR,2025-01-21 12:00:00,707,binance,BTCUSDT,103758.25,104708.41,103610.77,104519.98,1737460800,1737464399,103758.25,104708.41,1737462069,103610.77,1737461110,104519.98,242732,136285,106447,0,2027.20606,211490575.062546,1095.21982,114261735.043871,931.98624,97228840.0188008,0,0
HOUR,2025-01-21 13:00:00,707,binance,BTCUSDT,104519.98,104999.99,104149.18,104457.07,1737464400,1737467999,104519.98,104999.99,1737465723,104149.18,1737464756,104457.07,212310,105351,106959,0,1599.06258,167257480.504985,707.83747,74050324.9151838,891.22511,93207155.5896028,0,0
HOUR,2025-01-21 14:00:00,707,binance,BTCUSDT,104457.07,105320.0,103001.0,103260.91,1737468000,1737471599,104457.08,105320.0,1737469804,103001.0,1737471512,103260.91,469376,233511,235865,0,3365.70838,350105917.179165,1656.60853,172368360.949894,1709.09985,177737556.228917,0,0
HOUR,2025-01-21 15:00:00,707,binance,BTCUSDT,103260.91,104109.98,102803.43,103943.0,1737471600,1737475199,103260.9,104109.98,1737474112,102803.43,1737471858,103943.0,463397,236917,226480,0,2907.27364,300606894.331042,1481.25048,153220941.290256,1426.02316,147385953.040833,0,0
HOUR,2025-01-21 16:00:00,707,binance,BTCUSDT,103943.0,106500.99,103822.02,104965.99,1737475200,1737478799,103942.99,106500.99,1737476135,103822.02,1737475268,104965.99,543770,270714,273056,0,4366.96821,461004439.028231,2263.93711,238946530.428226,2103.0311,222057908.599404,0,0
HOUR,2025-01-21 17:00:00,707,binance,BTCUSDT,104965.99,106400.0,104888.24,106173.26,1737478800,1737482399,104965.99,106400.0,1737481729,104888.24,1737478825,106173.26,293144,153274,139870,0,1731.22772,183129055.717415,945.13952,99966986.9548345,786.0882,83162068.7626326,0,0
HOUR,2025-01-21 18:00:00,707,binance,BTCUSDT,106173.26,107240.81,105892.0,106861.18,1737482400,1737485999,106173.27,107240.81,1737484768,105892.0,1737482589,106861.18,339886,187935,151951,0,2322.19094,247649448.710887,1268.37676,135255555.266772,1053.81418,112393893.443966,0,0
HOUR,2025-01-21 19:00:00,707,binance,BTCUSDT,106861.18,107150.0,106263.84,107031.34,1737486000,1737489599,106861.18,107150.0,1737489075,106263.84,1737486974,107031.34,222262,116783,105479,0,1336.84691,142654990.536368,605.46708,64625798.080742,731.37983,78029192.4555873,0,0
HOUR,2025-01-21 20:00:00,707,binance,BTCUSDT,107031.34,107199.99,105924.24,106137.51,1737489600,1737493199,107031.34,107199.99,1737490046,105924.24,1737492234,106137.51,262582,133403,129179,0,1639.2492,174732903.190881,848.49806,90463099.4292932,790.75114,84269803.7617622,0,0
HOUR,2025-01-21 21:00:00,707,binance,BTCUSDT,106137.51,106814.37,105772.0,106772.23,1737493200,1737496799,106137.51,106814.37,1737496682,105772.0,1737494281,106772.23,174911,94514,80397,0,1191.84971,126721097.36333,686.6449,73020350.5561022,505.20481,53700746.8070999,0,0
HOUR,2025-01-21 22:00:00,707,binance,BTCUSDT,106772.23,106772.24,105971.99,105996.01,1737496800,1737500399,106772.23,106772.24,1737496807,105971.99,1737500371,105996.01,104344,52422,51922,0,590.06415,62790445.0240517,261.62538,27843691.3432433,328.43877,34946753.6808084,0,0
HOUR,2025-01-21 23:00:00,707,binance,BTCUSDT,105996.01,106284.0,105420.0,106143.82,1737500400,1737503999,105996.01,106284.0,1737503711,105420.0,1737500701,106143.82,214002,113542,100460,0,1093.86022,115787807.832816,503.21317,53274854.5645685,590.64705,62512953.2683069,0,0
HOUR,2025-01-22 00:00:00,707,binance,BTCUSDT,106143.82,106322.0,105807.08,105948.0,1737504000,1737507599,106143.82,106322.0,1737505057,105807.08,1737507272,105948.0,168858,86058,82800,0,785.71082,83276381.9244697,358.79292,38031582.0345049,426.9179,45244799.8899648,0,0
HOUR,2025-01-22 01:00:00,707,binance,BTCUSDT,105948.0,106394.46,105448.99,105799.99,1737507600,1737511199,105948.01,106394.46,1737507968,105448.99,1737510242,105799.99,155648,80067,75581,0,749.4567,79319193.6479236,376.76695,39884627.8960578,372.68975,39434565.7518658,0,0
HOUR,2025-01-22 02:00:00,707,binance,BTCUSDT,105799.99,106202.82,105556.05,105583.89,1737511200,1737514799,105800.0,106202.82,1737512860,105556.05,1737514774,105583.89,120621,57865,62756,0,883.60729,93570599.8221894,387.35637,41016328.250769,496.25092,52554271.5714204,0,0
HOUR,2025-01-22 03:00:00,707,binance,BTCUSDT,105583.89,105912.18,105583.89,105600.01,1737514800,1737518399,105583.9,105912.18,1737516029,105583.89,1737514805,105600.01,90002,49266,40736,0,600.48352,63500423.6962218,266.50889,28180708.688465,333.97463,35319715.0077568,0,0
HOUR,2025-01-22 04:00:00,707,binance,BTCUSDT,105600.01,105812.0,105277.24,105578.41,1737518400,1737521999,105600.01,105812.0,1737520281,105277.24,1737521010,105578.41,90284,46385,43899,0,564.31492,59598895.9835241,287.45479,30355454.3041161,276.86013,29243441.679408,0,0
HOUR,2025-01-22 05:00:00,707,binance,BTCUSDT,105578.41,105882.89,105498.83,105689.15,1737522000,1737525599,105578.41,105882.89,1737522965,105498.83,1737522071,105689.15,86793,43723,43070,0,669.61764,70763677.7181303,299.18648,31613698.8071402,370.43116,39149978.9109901,0,0
HOUR,2025-01-22 06:00:00,707,binance,BTCUSDT,105689.15,105952.0,105186.71,105379.81,1737525600,1737529199,105689.15,105952.0,1737526102,105186.71,1737528569,105379.81,117794,61062,56732,0,874.5231,92335424.6966062,418.7913,44218902.6814779,455.7318,48116522.0151283,0,0
HOUR,2025-01-22 07:00:00,707,binance,BTCUSDT,105379.81,105678.57,105043.88,105084.77,1737529200,1737532799,105379.82,105678.57,1737530357,105043.88,1737531879,105084.77,117225,51773,65452,0,786.13709,82755371.1293804,278.66741,29343201.1232902,507.46968,53412170.0060902,0,0
HOUR,2025-01-22 08:00:00,707,binance,BTCUSDT,105084.77,105343.28,104700.0,105270.03,1737532800,1737536399,105084.77,105343.28,1737536092,104700.0,1737535063,105270.03,167124,78165,88959,0,1039.67653,109186979.396416,420.1507,44125671.3037907,619.52583,65061308.0925439,0,0
HOUR,2025-01-22 09:00:00,707,binance,BTCUSDT,105270.03,105270.03,104916.43,104984.83,1737536400,1737539999,105270.03,105270.03,1737536400,104916.43,1737537252,104984.83,96320,45677,50643,0,486.16994,51065409.7129265,193.21259,20294426.2633411,292.95735,30770983.4495854,0,0
HOUR,2025-01-22 10:00:00,707,binance,BTCUSDT,104984.83,105161.76,104647.75,105142.76,1737540000,1737543599,104984.82,105161.76,1737543305,104647.75,1737540336,105142.76,103796,50884,52912,0,539.35143,56582462.6594546,252.12569,26448032.8597351,287.22574,30134429.7997195,0,0
HOUR,2025-01-22 11:00:00,707,binance,BTCUSDT,105142.76,105464.83,104758.62,105100.39,1737543600,1737547199,105142.14,105464.83,1737546826,104758.62,1737545347,105100.39,117834,58978,58856,0,942.81672,99066741.2385412,445.519,46817692.7801383,497.29772,52249048.4584029,0,0
HOUR,2025-01-22 12:00:00,707,binance,BTCUSDT,105100.39,105584.23,105060.35,105275.86,1737547200,1737550799,105100.38,105584.23,1737548310,105060.35,1737547368,105275.86,101530,53333,48197,0,739.16798,77881608.9244275,367.7316,38742816.8130922,371.43638,39138792.1113353,0,0
HOUR,2025-01-22 13:00:00,707,binance,BTCUSDT,105275.86,105363.76,103768.14,104073.94,1737550800,1737554399,105275.87,105363.76,1737550921,103768.14,1737554166,104073.94,253135,126471,126664,0,1580.23804,165230406.739024,606.5808,63416287.5395764,973.65724,101814119.199778,0,0
HOUR,2025-01-22 14:00:00,707,binance,BTCUSDT,104073.94,104949.0,103662.58,104393.66,1737554400,1737557999,104074.43,104949.0,1737556290,103662.58,1737557287,104393.66,447037,244809,202228,0,2235.61079,232911981.480557,1080.9072,112616414.053489,1154.70359,120295567.427065,0,0
HOUR,2025-01-22 15:00:00,707,binance,BTCUSDT,104393.66,105148.95,103982.0,104180.01,1737558000,1737561599,104393.67,105148.95,1737559024,103982.0,1737560205,104180.01,408869,200885,207984,0,1452.83185,151875416.047406,799.58909,83616549.9763051,653.24276,68258866.0705673,0,0
HOUR,2025-01-22 16:00:00,707,binance,BTCUSDT,104180.01,104232.64,103339.12,103704.64,1737561600,1737565199,104180.01,104232.64,1737561604,103339.12,1737564256,103704.64,352998,175291,177707,0,1682.64238,174616939.642195,724.25267,75160051.4188758,958.38971,99456888.2233526,0,0
HOUR,2025-01-22 17:00:00,707,binance,BTCUSDT,103704.64,104604.76,103665.73,104345.8,1737565200,1737568799,103704.65,104604.76,1737567645,103665.73,1737565243,104345.8,245389,128882,116507,0,1066.07987,111111477.233969,621.70623,64784535.6360304,444.37364,46326941.597918,0,0
HOUR,2025-01-22 18:00:00,707,binance,BTCUSDT,104345.8,104684.0,103756.48,103896.01,1737568800,1737572399,104345.8,104684.0,1737569590,103756.48,1737572238,103896.01,241179,133473,107706,0,799.32703,83381396.6575009,433.83846,45254732.8755848,365.48857,38126663.7819161,0,0
HOUR,2025-01-22 19:00:00,707,binance,BTCUSDT,103896.01,104754.64,103853.66,104630.0,1737572400,1737575999,103896.01,104754.64,1737574505,103853.66,1737572415,104630.0,214694,125150,89544,0,814.42181,85116563.9833299,443.55352,46357153.1686774,370.86829,38759410.8146525,0,0
HOUR,2025-01-22 20:00:00,707,binance,BTCUSDT,104630.0,104830.12,104070.61,104321.1,1737576000,1737579599,104630.0,104830.12,1737576454,104070.61,1737579223,104321.1,239740,139554,100186,0,1253.12925,130866423.788516,616.67826,64402939.2962214,636.45099,66463484.4921023,0,0
HOUR,2025-01-22 21:00:00,707,binance,BTCUSDT,104321.1,104369.12,103611.66,104088.03,1737579600,1737583199,104321.11,104369.12,1737579618,103611.66,1737580909,104088.03,140055,87867,52188,0,709.88066,73791248.0350412,345.87095,35948447.9010933,364.00971,37842800.1339479,0,0
HOUR,2025-01-22 22:00:00,707,binance,BTCUSDT,104088.03,104514.8,103770.01,103866.79,1737583200,1737586799,104086.95,104514.8,1737585439,103770.01,1737584573,103866.79,120515,62396,58119,0,555.44817,57837708.9047131,256.93858,26751877.8997186,298.50959,31085831.0049945,0,0
HOUR,2025-01-22 23:00:00,707,binance,BTCUSDT,103866.79,104143.99,103654.0,103706.66,1737586800,1737590399,103866.79,104143.99,1737587035,103654.0,1737590132,103706.66,166595,94219,72376,0,438.04901,45501907.596614,219.41261,22791198.4162228,218.6364,22710709.1803912,0,0
HOUR,2025-01-23 00:00:00,707,binance,BTCUSDT,103706.66,103819.99,103052.82,103307.51,1737590400,1737593999,103706.66,103819.99,1737590922,103052.82,1737593479,103307.51,164031,82119,81912,0,959.67667,99211171.2740713,416.14926,43031327.5239748,543.52741,56179843.7500965,0,0
HOUR,2025-01-23 01:00:00,707,binance,BTCUSDT,103307.51,103653.84,102588.15,102931.94,1737594000,1737597599,103307.51,103653.84,1737595852,102588.15,1737597072,102931.94,164025,76269,87756,0,1272.26098,131114081.056953,620.65366,63975118.8765578,651.60732,67138962.1804849,0,0
HOUR,2025-01-23 02:00:00,707,binance,BTCUSDT,102931.94,102983.39,102100.0,102655.34,1737597600,1737601199,102931.94,102983.39,1737597621,102100.0,1737599573,102655.34,222641,107625,115016,0,1943.13807,199056894.339733,860.21344,88113764.3155942,1082.92463,110943130.024346,0,0
HOUR,2025-01-23 03:00:00,707,binance,BTCUSDT,102655.34,103007.75,102197.34,102461.25,1737601200,1737604799,102655.34,103007.75,1737603596,102197.34,1737604325,102461.25,119501,58567,60934,0,785.20592,80668495.1781986,353.73733,36345967.3568206,431.46859,44322527.821378,0,0
HOUR,2025-01-23 04:00:00,707,binance,BTCUSDT,102461.25,102493.15,101575.5,102075.22,1737604800,1737608399,102461.24,102493.15,1737605022,101575.5,1737607202,102075.22,191789,90707,101082,0,1629.12288,166131137.451975,662.80075,67596731.0925139,966.32213,98534406.3594125,0,0
HOUR,2025-01-23 05:00:00,707,binance,BTCUSDT,102075.22,102639.36,102000.0,102532.52,1737608400,1737611999,102075.21,102639.36,1737611438,102000.0,1737610194,102532.52,138579,79967,58612,0,890.29202,91093620.8101295,481.70345,49294369.1837245,408.58857,41799251.626405,0,0
HOUR,2025-01-23 06:00:00,707,binance,BTCUSDT,102532.52,102968.31,102209.23,102256.7,1737612000,1737615599,102532.52,102968.31,1737612761,102209.23,1737615302,102256.7,128703,61996,66707,0,596.11322,61183159.4113276,281.9835,28948864.6304649,314.12972,32234294.7808627,0,0
HOUR,2025-01-23 07:00:00,707,binance,BTCUSDT,102256.7,102803.2,102084.51,102710.27,1737615600,1737619199,102256.71,102803.2,1737619135,102084.51,1737616021,102710.27,127866,67174,60692,0,806.65241,82666879.4339133,488.30034,50061964.1443989,318.35207,32604915.2895144,0,0
HOUR,2025-01-23 08:00:00,707,binance,BTCUSDT,102710.27,102724.94,102060.0,102215.75,1737619200,1737622799,102710.28,102724.94,1737619202,102060.0,1737622369,102215.75,124933,51406,73527,0,613.31177,62812365.4764728,313.72052,32130036.765012,299.59125,30682328.7114608,0,0
HOUR,2025-01-23 09:00:00,707,binance,BTCUSDT,102215.75,102467.73,101650.0,101672.01,1737622800,1737626399,102215.75,102467.73,1737623564,101650.0,1737626135,101672.01,151299,76346,74953,0,896.38504,91468282.4671158,351.96311,35915697.5875872,544.42193,55552584.8795286,0,0
HOUR,2025-01-23 10:00:00,707,binance,BTCUSDT,101672.01,102072.72,101262.28,101683.61,1737626400,1737629999,101672.0,102072.72,1737627792,101262.28,1737629084,101683.61,175864,83925,91939,0,1022.21944,103925249.637177,454.12696,46186846.1579648,568.09248,57738403.4792535,0,0
HOUR,2025-01-23 11:00:00,707,binance,BTCUSDT,101683.61,102195.03,101683.6,101944.49,1737630000,1737633599,101683.61,102195.03,1737632141,101683.6,1737630002,101944.49,127241,70558,56683,0,682.0455,69544461.86747,405.50862,41344779.8904672,276.53688,28199681.9770028,0,0
HOUR,2025-01-23 12:00:00,707,binance,BTCUSDT,101944.49,102135.05,101401.31,101635.58,1737633600,1737637199,101944.5,102135.05,1737634130,101401.31,1737634993,101635.58,171885,87185,84700,0,878.62297,89347185.4018651,428.3248,43568460.630763,450.29817,45778724.7711021,0,0
HOUR,2025-01-23 13:00:00,707,binance,BTCUSDT,101635.58,102709.93,101281.62,102512.28,1737637200,1737640799,101635.59,102709.93,1737640668,101281.62,1737638573,102512.28,254015,142309,111706,0,1288.57422,131446435.84537,720.12341,73481010.5900801,568.45081,57965425.2550883,0,0
HOUR,2025-01-23 14:00:00,707,binance,BTCUSDT,102512.28,106050.86,101989.81,105213.5,1737640800,1737644399,102512.28,106050.86,1737643808,101989.81,1737641877,105213.5,615172,326253,288919,0,5857.46597,612579991.319197,3092.69504,323422577.560517,2764.77093,289157413.759086,0,0
HOUR,2025-01-23 15:00:00,707,binance,BTCUSDT,105213.5,105792.0,102643.49,105263.52,1737644400,1737647999,105213.6,105792.0,1737644703,102643.49,1737645094,105263.52,890001,453104,436897,0,9216.36495,960365816.73145,4606.40355,480178324.891249,4609.9614,480187491.839929,0,0
HOUR,2025-01-23 16:00:00,707,binance,BTCUSDT,105263.52,106850.0,105028.0,105139.18,1737648000,1737651599,105263.52,106850.0,1737648951,105028.0,1737651168,105139.18,548004,282619,265385,0,5160.86951,546488855.377548,2718.25916,287863118.01224,2442.61035,258625737.365152,0,0
