UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_TRADE_TIMESTAMP,LAST_TRADE_TIMESTAMP,FIRST_TRADE_PRICE,HIGH_TRADE_PRICE,HIGH_TRADE_TIMESTAMP,LOW_TRADE_PRICE,LOW_TRADE_TIMESTAMP,LAST_TRADE_PRICE,TOTAL_TRADES,TOTAL_TRADES_BUY,TOTAL_TRADES_SELL,TOTAL_TRADES_UNKNOWN,NUMBER_OF_CONTRACTS,VOLUME,QUOTE_VOLUME,VOLUME_BUY,QUOTE_VOLUME_BUY,VOLUME_SELL,QUOTE_VOLUME_SELL,VOLUME_UNKNOWN,QUOTE_VOLUME_UNKNOWN
HOUR,2024-10-30 20:00:00,207,binance,BTCUSDT,71826.1,72868.6,71631.6,72868.0,1730318401,1730321999,71826.0,72868.6,1730321706,71631.6,1730319140,72868.0,384996,204777,180219,0,35065816,35065.816,2533534285.8612,18758.002,1355589657.2325,16307.814,1177944628.6287,0,0
HOUR,2024-10-30 21:00:00,207,binance,BTCUSDT,72868.0,72984.9,72101.3,72394.2,1730322000,1730325599,72868.0,72984.9,1730322293,72101.3,1730324241,72394.2,179572,85594,93978,0,12856266,12856.266,932452226.785,6293.439,456639912.0375,6562.827,475812314.7475,0,0
HOUR,2024-10-30 22:00:00,207,binance,BTCUSDT,72394.2,72666.0,72258.0,72401.6,1730325600,1730329199,72394.1,72666.0,1730326758,72258.0,1730325913,72401.6,89482,45093,44389,0,4498496,4498.496,325940832.2257,2221.056,160938422.0421,2277.44,165002410.1836,0,0
HOUR,2024-10-30 23:00:00,207,binance,BTCUSDT,72401.6,72708.7,72349.0,72349.0,1730329200,1730332799,72401.6,72708.7,1730330320,72349.0,1730332799,72349.0,76593,34813,41780,0,4508426,4508.426,327042700.0725,2172.06,157584807.7251,2336.366,169457892.3474,0,0
HOUR,2024-10-31 00:00:00,207,binance,BTCUSDT,72349.0,72421.4,72058.8,72173.9,1730332804,1730336399,72349.0,72421.4,1730333185,72058.8,1730334809,72173.9,99819,47936,51883,0,6412702,6412.702,463063374.021,2980.401,215198579.9227,3432.301,247864794.0983,0,0
HOUR,2024-10-31 01:00:00,207,binance,BTCUSDT,72173.9,72467.5,72030.5,72372.8,1730336400,1730339999,72173.8,72467.5,1730339485,72030.5,1730338912,72372.8,87230,45816,41414,0,5086985,5086.985,367712589.1778,2575.26,186154747.3772,2511.725,181557841.8006,0,0
HOUR,2024-10-31 02:00:00,207,binance,BTCUSDT,72372.8,72586.4,72186.3,72554.6,1730340000,1730343599,72372.8,72586.4,1730343522,72186.3,1730340558,72554.6,82018,40717,41301,0,4236509,4236.509,306726765.0222,2278.11,164952383.5576,1958.399,141774381.4646,0,0
HOUR,2024-10-31 03:00:00,207,binance,BTCUSDT,72554.6,72598.5,72292.9,72359.9,1730343600,1730347199,72554.6,72598.5,1730343820,72292.9,1730347066,72359.9,68240,29831,38409,0,4205397,4205.397,304743140.6376,1957.263,141833144.2998,2248.134,162909996.3378,0,0
HOUR,2024-10-31 04:00:00,207,binance,BTCUSDT,72359.9,72391.6,72228.3,72285.8,1730347200,1730350799,72360.0,72391.6,1730348025,72228.3,1730350091,72285.8,51077,25788,25289,0,3052513,3052.513,220712173.9857,1377.107,99576991.5826,1675.406,121135182.4031,0,0
HOUR,2024-10-31 05:00:00,207,binance,BTCUSDT,72285.8,72398.8,72220.1,72298.1,1730350800,1730354399,72285.9,72398.8,1730352067,72220.1,1730351624,72298.1,43402,23751,19651,0,2344678,2344.678,169512266.2691,1093.545,79067943.9935,1251.133,90444322.2756,0,0
HOUR,2024-10-31 06:00:00,207,binance,BTCUSDT,72298.1,72339.6,72144.8,72213.3,1730354400,1730357999,72298.1,72339.6,1730354993,72144.8,1730357335,72213.3,56467,27350,29117,0,3295679,3295.679,238098517.8772,1506.677,108862894.3237,1789.002,129235623.5535,0,0
HOUR,2024-10-31 07:00:00,207,binance,BTCUSDT,72213.3,72488.9,72147.8,72417.8,1730358000,1730361599,72213.4,72488.9,1730359984,72147.8,1730358143,72417.8,64000,33280,30720,0,3702558,3702.558,267918611.4641,1907.229,137996646.0621,1795.329,129921965.402,0,0
HOUR,2024-10-31 08:00:00,207,binance,BTCUSDT,72417.8,72456.0,72150.0,72277.5,1730361604,1730365199,72417.8,72456.0,1730361661,72150.0,1730363812,72277.5,71305,34589,36716,0,4375324,4375.324,316134773.059,2106.452,152179185.8791,2268.872,163955587.1799,0,0
HOUR,2024-10-31 09:00:00,207,binance,BTCUSDT,72277.5,72399.0,72248.4,72300.3,1730365200,1730368799,72277.6,72399.0,1730367243,72248.4,1730365218,72300.3,53153,23271,29882,0,2873717,2873.717,207853196.6115,1400.211,101276003.4603,1473.506,106577193.1512,0,0
HOUR,2024-10-31 10:00:00,207,binance,BTCUSDT,72300.3,72720.3,72215.0,72641.8,1730368800,1730372399,72300.2,72720.3,1730372055,72215.0,1730370212,72641.8,107090,54665,52425,0,8853251,8853.251,642136006.8254,4509.381,327013966.8351,4343.87,315122039.9903,0,0
HOUR,2024-10-31 11:00:00,207,binance,BTCUSDT,72641.8,72664.4,72208.8,72213.3,1730372400,1730375999,72641.8,72664.4,1730372408,72208.8,1730375957,72213.3,104180,45289,58891,0,9416639,9416.639,681491933.9196,4375.201,316667955.1747,5041.438,364823978.7449,0,0
HOUR,2024-10-31 12:00:00,207,binance,BTCUSDT,72213.3,72270.0,71935.4,72106.1,1730376000,1730379599,72213.4,72270.0,1730376155,71935.4,1730379347,72106.1,156205,72483,83722,0,11754838,11754.838,847862695.5601,4856.314,350336754.2801,6898.524,497525941.28,0,0
HOUR,2024-10-31 13:00:00,207,binance,BTCUSDT,72106.1,72176.7,71111.0,71322.2,1730379600,1730383199,72106.1,72176.7,1730379816,71111.0,1730383152,71322.2,333556,163480,170076,0,29259754,29259.754,2096378786.4335,13691.37,981102399.4408,15568.384,1115276386.9927,0,0
HOUR,2024-10-31 14:00:00,207,binance,BTCUSDT,71322.2,71391.8,70634.1,70764.7,1730383200,1730386799,71322.1,71391.8,1730383848,70634.1,1730386032,70764.7,530916,273455,257461,0,42984907,42984.907,3051728987.2297,21362.843,1517048698.0037,21622.064,1534680289.226,0,0
HOUR,2024-10-31 15:00:00,207,binance,BTCUSDT,70764.7,71080.0,70453.1,70638.7,1730386800,1730390399,70764.8,71080.0,1730387299,70453.1,1730389730,70638.7,313521,158820,154701,0,24715881,24715.881,1748801003.0719,11488.771,813082088.1169,13227.11,935718914.955,0,0
HOUR,2024-10-31 16:00:00,207,binance,BTCUSDT,70638.7,70922.4,70400.0,70429.2,1730390400,1730393999,70638.6,70922.4,1730391509,70400.0,1730390588,70429.2,222090,115294,106796,0,15589340,15589.34,1100344813.8759,7695.433,543281064.5974,7893.907,557063749.2785,0,0
HOUR,2024-10-31 17:00:00,207,binance,BTCUSDT,70429.2,70835.0,70369.0,70808.5,1730394000,1730397599,70429.2,70835.0,1730394901,70369.0,1730394020,70808.5,183583,95942,87641,0,11521275,11521.275,813746283.4702,5758.785,406788677.8587,5762.49,406957605.6115,0,0
HOUR,2024-10-31 18:00:00,207,binance,BTCUSDT,70808.5,70810.0,70125.1,70654.1,1730397600,1730401199,70808.5,70810.0,1730397600,70125.1,1730399673,70654.1,237830,118799,119031,0,15923827,15923.827,1121352735.4075,7473.697,526421358.593,8450.13,594931376.8145,0,0
HOUR,2024-10-31 19:00:00,207,binance,BTCUSDT,70654.1,70775.0,70050.0,70128.1,1730401200,1730404799,70654.1,70775.0,1730401997,70050.0,1730404780,70128.1,161631,75519,86112,0,11035788,11035.788,777290023.2154,4750.074,334655757.3919,6285.714,442634265.8235,0,0
HOUR,2024-10-31 20:00:00,207,binance,BTCUSDT,70128.1,70324.0,69705.0,70059.0,1730404800,1730408399,70128.0,70324.0,1730406679,69705.0,1730408181,70059.0,236259,115928,120331,0,16704178,16704.178,1169723011.2413,7871.838,551405936.3744,8832.34,618317074.8669,0,0
HOUR,2024-10-31 21:00:00,207,binance,BTCUSDT,70059.0,70573.8,69882.0,70470.3,1730408400,1730411999,70059.0,70573.8,1730411682,69882.0,1730408576,70470.3,121748,64625,57123,0,7771107,7771.107,546192338.2525,4179.914,293811112.3759,3591.193,252381225.8766,0,0
HOUR,2024-10-31 22:00:00,207,binance,BTCUSDT,70470.3,70560.0,70189.6,70502.8,1730412000,1730415599,70470.2,70560.0,1730414782,70189.6,1730413046,70502.8,97858,49479,48379,0,5582976,5582.976,392969226.7984,2640.556,185879079.887,2942.42,207090146.9114,0,0
HOUR,2024-10-31 23:00:00,207,binance,BTCUSDT,70502.8,70669.7,70317.7,70321.9,1730415600,1730419199,70502.8,70669.7,1730417368,70317.7,1730419193,70321.9,87743,42860,44883,0,5297232,5297.232,373615313.2923,2585.693,182419211.9798,2711.539,191196101.3125,0,0
HOUR,2024-11-01 00:00:00,207,binance,BTCUSDT,70321.9,70500.0,70160.9,70188.6,1730419204,1730422799,70322.0,70500.0,1730420323,70160.9,1730421580,70188.6,99656,45283,54373,0,6280935,6280.935,441709820.3889,3116.682,219207401.4039,3164.253,222502418.985,0,0
HOUR,2024-11-01 01:00:00,207,binance,BTCUSDT,70188.6,70384.6,69312.2,69424.9,1730422800,1730426399,70188.7,70384.6,1730423646,69312.2,1730426216,69424.9,277424,127883,149541,0,23092477,23092.477,1610917319.3723,9132.063,637296628.5342,13960.414,973620690.8381,0,0
HOUR,2024-11-01 02:00:00,207,binance,BTCUSDT,69424.9,69621.2,68870.4,69592.7,1730426400,1730429999,69424.9,69621.2,1730429847,68870.4,1730427070,69592.7,333052,166334,166718,0,25640678,25640.678,1775304646.3823,12266.972,849447913.9125,13373.706,925856732.4698,0,0
HOUR,2024-11-01 03:00:00,207,binance,BTCUSDT,69592.7,69739.0,69357.1,69397.7,1730430000,1730433599,69592.7,69739.0,1730431561,69357.1,1730433256,69397.7,119102,55371,63731,0,6696837,6696.837,465802798.9164,3065.89,213285254.4329,3630.947,252517544.4835,0,0
HOUR,2024-11-01 04:00:00,207,binance,BTCUSDT,69397.7,69650.0,69363.9,69618.5,1730433601,1730437199,69397.7,69650.0,1730436498,69363.9,1730433616,69618.5,73980,39182,34798,0,3529028,3529.028,245286523.6361,1943.615,135091629.5231,1585.413,110194894.113,0,0
HOUR,2024-11-01 05:00:00,207,binance,BTCUSDT,69618.5,69702.5,69549.3,69630.4,1730437200,1730440799,69618.6,69702.5,1730440021,69549.3,1730438172,69630.4,57275,26557,30718,0,2836768,2836.768,197504230.482,1309.189,91156502.4609,1527.579,106347728.0211,0,0
HOUR,2024-11-01 06:00:00,207,binance,BTCUSDT,69630.4,69721.8,69237.9,69240.1,1730440800,1730444399,69630.4,69721.8,1730441045,69237.9,1730444346,69240.1,115122,51490,63632,0,7624092,7624.092,529390951.9438,3304.074,229452139.144,4320.018,299938812.7998,0,0
HOUR,2024-11-01 07:00:00,207,binance,BTCUSDT,69240.1,69444.0,69100.9,69301.0,1730444400,1730447999,69240.0,69444.0,1730446637,69100.9,1730445073,69301.0,120572,63230,57342,0,7907097,7907.097,547728532.1436,4249.905,294404054.2733,3657.192,253324477.8703,0,0
HOUR,2024-11-01 08:00:00,207,binance,BTCUSDT,69301.0,69564.9,69270.0,69399.0,1730448003,1730451599,69301.0,69564.9,1730448994,69270.0,1730448234,69399.0,92798,46285,46513,0,5199451,5199.451,360957473.2036,2632.662,182782857.1222,2566.789,178174616.0814,0,0
HOUR,2024-11-01 09:00:00,207,binance,BTCUSDT,69399.0,69618.2,69338.3,69556.0,1730451600,1730455198,69399.1,69618.2,1730454698,69338.3,1730451790,69556.0,63260,31929,31331,0,3391250,3391.25,235704327.4596,1726.354,120004351.0446,1664.896,115699976.415,0,0
HOUR,2024-11-01 10:00:00,207,binance,BTCUSDT,69556.0,70176.0,69540.3,69999.9,1730455200,1730458799,69555.9,70176.0,1730457215,69540.3,1730455254,69999.9,199272,103998,95274,0,17147875,17147.875,1198877971.111,8871.333,620208636.4201,8276.542,578669334.6909,0,0
HOUR,2024-11-01 11:00:00,207,binance,BTCUSDT,69999.9,70248.6,69999.9,70024.8,1730458800,1730462399,70000.0,70248.6,1730460404,69999.9,1730458803,70024.8,113826,56861,56965,0,7422054,7422.054,520593739.3535,3842.456,269518619.7427,3579.598,251075119.6108,0,0
